component_id,name,kind,project,backend,lifecycle_state,executable_now,executable_via_public_source,fetchable,mapped_public_sources,category,blocking_reason,license_spdx
biomni.tool.reconstruct_3d_face_from_mri,reconstruct_3d_face_from_mri,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
origenemcp.tool.retrieve_drug_names_by_patient_medication_info,retrieve_drug_names_by_patient_medication_info,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,openfda,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
origenemcp.tool.retrieve_patient_medication_info_by_drug_name,retrieve_patient_medication_info_by_drug_name,tool,OrigeneMCP,mcp,RESOLVED,False,True,False,openfda,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
biomni.tool.simulate_thyroid_hormone_pharmacokinetics,simulate_thyroid_hormone_pharmacokinetics,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
stella.tool.tcga_survival_analysis,tcga_survival_analysis,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: dotenv, llm, markdownify, rapidfuzz, smolagents",Apache-2.0
origenemcp.tool.callagent,CallAgent,tool,OrigeneMCP,subprocess,RESOLVED,False,True,False,clinicaltrials,ROUTABLE - equivalent live public source available,dependencies satisfied,NONE
origenemcp.tool.finish,Finish,tool,OrigeneMCP,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,NONE
geneagent.tool.geneagent,GeneAgent,tool,GeneAgent,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: openai, tiktoken, tqdm, worker",NLM-Public-Domain
origenemcp.tool.tool_rag,Tool_RAG,tool,OrigeneMCP,mcp,RESOLVED,False,False,False,,NEEDS_DISPATCHER - MCP client not bound,dependencies satisfied,NONE
biomedarena.tool.abcd2_stroke,abcd2_stroke,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
biomedarena.tool.activity_score,activity_score,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
genomas.tool.add_completed_task,add_completed_task,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
stella.tool.add_rank_stats,add_rank_stats,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'stella',Apache-2.0
agentomics.tool.add_run_arguments,add_run_arguments,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'agentomics',MIT
stella.tool.add_tool_to_agents,add_tool_to_agents,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Knowledge_base, dotenv, llm, markdownify, mcp, mem0",Apache-2.0
biomni.tool.analyze_calcium_imaging_data,analyze_calcium_imaging_data,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
biomni.tool.analyze_cell_migration_metrics,analyze_cell_migration_metrics,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
biomni.tool.analyze_in_vitro_drug_release_kinetics,analyze_in_vitro_drug_release_kinetics,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
biomni.tool.analyze_myofiber_morphology,analyze_myofiber_morphology,tool,Biomni,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
stella.tool.analyze_query_and_load_relevant_tools,analyze_query_and_load_relevant_tools,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Knowledge_base, dotenv, llm, markdownify, mcp, mem0",Apache-2.0
biomedarena.tool.apache_ii,apache_ii,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
biomedarena.tool.apgar_score,apgar_score,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
autoba.tool.api_generator,api_generator,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
autoba.tool.api_generator_deepseek,api_generator_deepseek,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
autoba.tool.api_generator_hf,api_generator_hf,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
autoba.tool.api_preload,api_preload,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
autoba.tool.api_preload_deepseek,api_preload_deepseek,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
autoba.tool.api_preload_hf,api_preload_hf,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fire, llama, torch, transformers",MIT
stella.tool.append_rows_safe,append_rows_safe,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
stella.tool.apply_config,apply_config,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
genomas.tool.apply_gene_mapping,apply_gene_mapping,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
agentomics.tool.apply_pub_style,apply_pub_style,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
autoba.tool.apply_rotary_emb,apply_rotary_emb,tool,AutoBA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: fairscale, torch",MIT
agentomics.tool.archive_current_iteration,archive_current_iteration,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.are_wandb_vars_available,are_wandb_vars_available,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'agentomics',MIT
biomedarena.tool.ascvd_pooled_cohort,ascvd_pooled_cohort,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
stella.tool.auto_recall_experience,auto_recall_experience,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Knowledge_base, dotenv, llm, markdownify, mcp, mem0",Apache-2.0
genomas.tool.average_metrics,average_metrics,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: tools, tqdm, utils",MIT
stella.tool.better,better,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'stella',Apache-2.0
biomedarena.tool.bgee_sparql,bgee_sparql,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: harness, httpx",MIT
biomedarena.tool.bindingdb_ligands,bindingdb_ligands,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: harness, httpx",MIT
biomedarena.tool.biobankjapan_phewas,biobankjapan_phewas,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: harness, httpx",MIT
biomedarena.tool.biorxiv_request,biorxiv_request,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: harness, httpx",MIT
stella.tool.biosecurity_alignment_guard,biosecurity_alignment_guard,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: new_tools, smolagents",Apache-2.0
biomedarena.tool.biostudies_request,biostudies_request,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: harness, httpx",MIT
biomedarena.tool.bishop_score,bishop_score,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
biomni.tool.blast_sequence,blast_sequence,tool,Biomni,python,UNAVAILABLE,False,True,False,ncbi_eutils,ROUTABLE - equivalent live public source available,import failed: ModuleNotFoundError: No module named 'biomni',Apache-2.0
biomedarena.tool.bmi,bmi,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
biomedarena.tool.bsa,bsa,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
agentomics.tool.build_development_image,build_development_image,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
genomas.tool.build_gene_info_dict,build_gene_info_dict,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
agentomics.tool.build_iteration_base_prompt,build_iteration_base_prompt,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.build_iteration_end_commit_message,build_iteration_end_commit_message,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
stella.tool.build_manager_tools,build_manager_tools,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Knowledge_base, dotenv, llm, markdownify, mcp, mem0",Apache-2.0
stella.tool.build_mcq_prompt,build_mcq_prompt,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
agentomics.tool.build_parser,build_parser,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.build_plots_for_split,build_plots_for_split,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
stella.tool.build_result_csv_rows,build_result_csv_rows,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
stella.tool.build_stella_combined_prompt,build_stella_combined_prompt,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
agentomics.tool.build_step_commit_message,build_step_commit_message,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
agentomics.tool.build_styles,build_styles,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: agentomics,MIT
genomas.tool.build_synonym_dict,build_synonym_dict,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'genomas',MIT
stella.tool.build_task_prompt,build_task_prompt,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,missing python modules: dotenv,Apache-2.0
genomas.tool.calculate_cost,calculate_cost,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: anthropic, backoff, dotenv, google, ollama, openai",MIT
genomas.tool.calculate_jaccard,calculate_jaccard,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: tools, tqdm, utils",MIT
genomas.tool.calculate_metrics_from_confusion,calculate_metrics_from_confusion,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: tools, tqdm, utils",MIT
genomas.tool.calculate_pearson_correlation,calculate_pearson_correlation,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: tools, tqdm, utils",MIT
robin.tool.call_platform,call_platform,tool,Robin,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,Apache-2.0
stella.tool.cancer_biomarkers_search,cancer_biomarkers_search,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: dotenv, llm, markdownify, rapidfuzz, smolagents",Apache-2.0
genomas.tool.categorize_and_aggregate,categorize_and_aggregate,tool,GenoMAS,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: tools, tqdm, utils",MIT
biomedarena.tool.cha2ds2_vasc,cha2ds2_vasc,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_UPSTREAM - upstream package not installed,import failed: ModuleNotFoundError: No module named 'harness',MIT
crispr-gpt.tool.chat_respond,chat_respond,tool,CRISPR-GPT,subprocess,RESOLVED,False,False,False,,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",dependencies satisfied,NONE
biomedarena.tool.chebi_lookup,chebi_lookup,tool,BioMedArena,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: harness, httpx",MIT
stella.tool.check_agent_performance,check_agent_performance,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Knowledge_base, dotenv, llm, markdownify, mcp, mem0",Apache-2.0
stella.tool.check_conda_env,check_conda_env,tool,STELLA,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: Bio, smolagents",Apache-2.0
agentomics.tool.check_dataset,check_dataset,tool,Agentomics,python,UNAVAILABLE,False,False,False,,MISSING_DEPS - third-party imports absent,"missing python modules: agentomics, rich",MIT
